ID_Pago;Fecha_Pago;ID_Contrato;Importe_Pagado;Estado_Pago;Dias_Retraso;Metodo_Pago;version_sistema;usuario_carga
PG00315;2025-12-05;CT0019;2710;OK;0;Transf.;v3.2.1;import_batch
PG00316;2024-02-05;CT0020;720;pagado;999;DOMICILIACION;v3.2.1;mlopez
PG00317;2024-03-05;CT0020;720;Cobrado;0;EFECTIVO;v3.2.0;mlopez
PG00318;2024-04-05;CT0020;720;Ok;0;TRANSF;v3.2.0;jgarcia
PG00319;2024-05-05;CT0020;720;pagado;0;Dom.;v3.2.1;admin
PG00320;2024-06-05;CT0020;720;Pdo.;0;Bizum;v3.1.8;jgarcia
PG00321;2024-07-05;CT0020;720;RETRASO;30;efectivo;v3.2.1;import_batch
PG00322;2024-08-05;CT0020;720;Pdo.;0;BIZUM;v3.2.1;sistema_auto
PG00323;2024-09-05;CT0020;720;Ok;0;Bizum;v3.2.1;admin
PG00324;2024-10-05;CT0020;720;P;0;Domic.;v3.2.0;admin
PG00325;2024-11-05;CT0020;720;P;0;transferencia;v3.1.8;jgarcia
PG00326;2024-12-05;CT0020;720;Pagado;0;Domiciliación;v3.2.1;admin
PG00327;2025-01-05;CT0020;720;PAGADO;0;bizum;v3.2.0;jgarcia
PG00328;2025-02-05;CT0020;720;Cobrado;N/A;Bizum;v3.2.0;import_batch
PG00329;2025-03-05;CT0020;0;Impagado;43;EFECTIVO;v3.2.1;admin
PG00330;2025-04-05;CT0020;720;PAGADO;999;BIZUM;v3.2.0;admin
PG00331;2025-05-05;CT0020;720;Tarde;7;DOMICILIACION;v3.2.1;sistema_auto
PG00332;2025-06-05;CT0020;720;Al corriente;0;Bizum;v3.1.8;jgarcia
PG00333;2025-07-05;CT0020;720;pagado;0;TRANSF;v3.1.8;jgarcia
PG00334;2025-08-05;CT0020;720;OK;0;bizum;v3.1.8;admin
PG00335;2025-09-05;CT0020;720;Pagado;;Dom.;v3.1.8;jgarcia
PG00336;2025-10-05;CT0020;N/D;Moroso;55;Transferencia;v3.2.1;sistema_auto
PG00337;2025-11-05;CT 0020;720;PAG;0;BZM;v3.2.1;jgarcia
PG00338;2025-12-05;CT0020;720;Pdo.;0;DOMICILIACION;v3.1.8;sistema_auto
PG00339;2022-10-05;CT0021;-;Moroso;84;Efectivo;v3.2.0;import_batch
PG00340;2022-11-05;CT0021;490;P;0;Recibo;v3.1.8;mlopez
PG00341;2022-12-05;CT0021;490;Al corriente;0;TRANSF;v3.2.0;jgarcia
PG00342;2023-01-05;CT0021;490;pagado;N/A;Recibo;v3.2.0;mlopez
PG00343;2024-11-05;CT0022;990;Ok;0;TRANSF;v3.2.0;admin
PG00344;2024-12-05;CT0022;990;Al corriente;999;Domiciliacion;v3.1.8;sistema_auto
PG00345;2025-01-05;CT0022;990;OK;0;efectivo;v3.2.1;mlopez
PG00346;2025-02-05;CT0022;990;PAG;0;TRANSFERENCIA;v3.2.1;sistema_auto
PG00347;2025-03-05;CT0022;990;Pagado;0;BIZUM;v3.2.1;sistema_auto
PG00348;2025-04-05;CT0022;990;Con retraso;7;Transferencia;v3.2.0;admin
PG00349;2025-05-05;CT0022;0;impagado;42;Efectivo;v3.1.8;sistema_auto
PG00350;2025-06-05;CT0022;990;pagado;0;transferencia;v3.2.0;sistema_auto
PG00351;2025-07-05;CT0022;990;Tarde;30;BIZUM;v3.2.1;mlopez
PG00352;2025-08-05;CT0022;990;PAGADO;0;Metalico;v3.2.0;jgarcia
PG00353;2025-09-05;ct0022;990;OK;0;Cash;v3.2.1;admin
PG00354;2025-10-05;ct0022;990;Pdo.;0;efectivo;v3.1.8;admin
PG00355;2025-11-05;CT0022;990;Cobrado;0;EFECTIVO;v3.1.8;admin
PG00356;2025-12-05;CT0022;990;P;0;Domic.;v3.2.1;jgarcia
PG00357;2024-11-05;CT0023;1210;Pagado;0;Recibo;v3.2.0;import_batch
PG00358;2024-12-05;CT0023;1210;Pagado;0;Cash;v3.2.1;admin
PG00359;2025-01-05;CT0023;1210;RETRASO;6;Dom.;v3.2.1;mlopez
PG00360;2025-02-05;CT0023;1210;Pdo.;0;Metalico;v3.1.8;jgarcia
PG00361;2025-03-05;CT0023;1210;pagado;0;efectivo;v3.1.8;admin
PG00362;2025-04-05;CT0023;1210;Cobrado;0;BIZUM;v3.1.8;import_batch
PG00363;2025-05-05;CT0023;1210;Pdo.;0;Cash;v3.2.0;jgarcia
PG00364;2025-06-05;CT0023;1210;Al corriente;0;Domiciliación;v3.2.1;jgarcia
PG00365;2025-07-05;CT0023;1210;Ok;0;TRF;v3.1.8;admin
PG00366;2025-08-05;CT0023;0;No pagado;80;BZM;v3.2.1;import_batch
PG00367;2025-09-05;CT0023;1210;pagado;0;Efectivo;v3.2.0;jgarcia
PG00368;2025-10-05;CT0023;1210;Al corriente;0;Bizum;v3.1.8;admin
PG00369;2025-11-05;CT0023;1210;Al corriente;0;Domiciliacion;v3.1.8;admin
PG00370;2025-12-05;CT0023;1210;Cobrado;0;Domiciliación;v3.1.8;sistema_auto
PG00371;2022-02-05;CT0024;2190;P;0;bizum;v3.2.0;jgarcia
PG00372;2022-03-05;CT0024;2190;Pdo.;0;efectivo;v3.1.8;jgarcia
PG00373;2022-04-05;CT0024;2190;P;0;Domiciliación;v3.2.0;import_batch
PG00374;2022-05-05;CT0024;;Moroso;36;Domiciliación;v3.2.0;jgarcia
PG00375;2022-06-05;CT0024;2190;PAGADO;-;Bizum;v3.2.0;jgarcia
PG00376;2022-07-05;CT0024;2190;Pdo.;0;TRF;v3.2.1;import_batch
PG00377;2022-08-05;CT0024;2190;Cobrado;0;Recibo;v3.1.8;import_batch
PG00378;2022-09-05;CT0024;2190;Pagado;0;Metalico;v3.2.1;jgarcia
PG00379;2022-10-05;CT0024;2190;Cobrado;0;Recibo;v3.1.8;import_batch
PG00380;2022-11-05;CT0024;2190;Ok;0;BIZUM;v3.2.0;import_batch
PG00381;2022-12-05;CT0024;2190;P;0;BZM;v3.2.1;jgarcia
PG00382;2023-01-05;ct0024;2190;Con retraso;5;BIZUM;v3.2.0;admin
PG00383;2022-06-05;CT0025;1860;retraso;23;DOM;v3.2.0;jgarcia
PG00384;2022-07-05;CT0025;1860;Cobrado;0;Dom.;v3.2.1;import_batch
PG00385;2022-08-05;CT0025;1860;Ok;0;EFE;v3.1.8;mlopez
PG00386;2022-09-05;CT0025;1860;Ok;0;Recibo;v3.2.1;mlopez
PG00387;2022-10-05;CT0025;1860;OK;0;Transf;v3.1.8;jgarcia
PG00388;2022-11-05;CT0025;1860;Cobrado;0;Recibo;v3.2.1;jgarcia
PG00389;2022-12-05;CT0025;1860;PAGADO;0;EFE;v3.2.1;mlopez
PG00390;2023-01-05;CT0025;1860;Pagado;0;Domiciliación;v3.1.8;admin
PG00391;2023-02-05;CT0025;1860;PAG;0;bizum;v3.2.0;mlopez
PG00392;2023-03-05;CT0025;1860;P;0;Bizum;v3.1.8;mlopez
PG00393;2023-04-05;CT0025;1860;Al corriente;0;Domiciliación;v3.2.0;import_batch
PG00394;2023-05-05;CT0025;1860;Al corriente;0;Domic.;v3.1.8;mlopez
PG00395;2023-06-05;CT0025;1860;Pdo.;0;BZM;v3.2.0;sistema_auto
PG00396;2023-07-05;CT0025;0;IMP;53;Metalico;v3.2.1;sistema_auto
PG00397;2023-08-05;CT0025;1860;Pdo.;0;BZM;v3.2.1;admin
PG00398;2023-09-05;CT0025;1860;PAGADO;0;DOM;v3.2.1;sistema_auto
PG00399;2023-10-05;CT0025;;Moroso;76;efectivo;v3.2.1;sistema_auto
PG00400;2023-11-05;CT0025;1860;Pdo.;0;EFECTIVO;v3.2.1;jgarcia
PG00401;2023-12-05;CT0025;1860;OK;0;DOM;v3.2.0;import_batch
PG00402;2024-01-05;CT0025;1860;Pdo.;0;BIZUM;v3.2.0;import_batch
PG00403;2024-02-05;CT0025;1860;P;0;Domic.;v3.2.1;sistema_auto
PG00404;2024-03-05;CT0025;1860;OK;0;BZM;v3.2.0;sistema_auto
PG00405;2024-04-05;CT0025;1860;Ok;0;Transf.;v3.2.0;jgarcia
PG00406;2024-05-05;CT0025;1860;Con retraso;23;EFE;v3.1.8;admin
PG00407;2022-10-05;CT0026;1070;Retraso;29;TRANSFERENCIA;v3.2.0;import_batch
PG00408;2022-11-05;CT0026;1070;OK;0;bizum;v3.1.8;jgarcia
PG00409;2022-12-05;CT0026;1070;Tarde;24;Domic.;v3.1.8;jgarcia
PG00410;2023-01-05;CT0026;1070;PAG;0;transferencia;v3.2.1;mlopez
PG00411;2023-02-05;ct0026;1070;RET;9;Bizum;v3.1.8;mlopez
PG00412;2023-03-05;CT0026;1070;pagado;0;DOM;v3.2.1;admin
PG00413;2023-04-05;CT0026;1070;Pagado;0;Bizum;v3.2.0;import_batch
PG00414;2023-05-05;CT0026;1070;Al corriente;0;TRANSF;v3.1.8;mlopez
PG00415;2023-06-05;CT0026;1070;PAG;0;BZM;v3.1.8;sistema_auto
PG00416;2023-07-05;CT0026;1070;P;0;bizum;v3.1.8;mlopez
PG00417;2023-08-05;CT0026;1070;PAG;0;Transferencia;v3.2.1;mlopez
PG00418;2023-09-05;CT0026;1070;P;0;transferencia;v3.1.8;jgarcia
PG00419;2024-08-05;CT0027;780;pagado;0;TRF;v3.1.8;jgarcia
PG00420;2024-09-05;CT0027;780;Cobrado;0;Efectivo;v3.2.1;import_batch
PG00421;2024-10-05;CT0027;0;Moroso;86;Efectivo;v3.2.0;sistema_auto
PG00422;2024-11-05;CT0027;780;Pdo.;0;EFECTIVO;v3.2.0;import_batch
PG00423;2024-12-05;CT0027;780;Ok;0;Metalico;v3.2.1;jgarcia
PG00424;2025-01-05;CT0027;780;Al corriente;0;Efectivo;v3.2.0;import_batch
PG00425;2025-02-05;ct0027;780;Cobrado;0;Recibo;v3.2.1;import_batch
PG00426;2025-03-05;CT0027;780;PAG;0;transferencia;v3.2.1;import_batch
PG00427;2025-04-05;CT0027;780;OK;0;Transf;v3.1.8;admin
PG00428;2025-05-05;CT 0027;780;pagado;0;BIZUM;v3.1.8;mlopez
PG00429;2025-06-05;CT0027;780;Al corriente;0;transferencia;v3.1.8;sistema_auto
PG00430;2025-07-05;CT0027;780;Pagado;0;DOM;v3.2.0;admin
PG00431;2025-08-05;CT0027;780;Atrasado;10;Transferencia;v3.2.1;import_batch
PG00432;2025-09-05;CT0027;780;Al corriente;0;TRANSF;v3.2.0;import_batch
PG00433;2025-10-05;CT0027;780;Ok;0;efectivo;v3.1.8;admin
PG00434;2025-11-05;CT0027;780;PAGADO;0;EFECTIVO;v3.2.1;admin
PG00435;2025-12-05;CT0027;780;Tarde;10;Efectivo;v3.2.0;sistema_auto
PG00436;2023-03-05;CT0028;910;Ok;0;TRANSFERENCIA;v3.2.1;mlopez
PG00437;2023-04-05;CT0028;910;PAGADO;0;Domiciliación;v3.2.1;jgarcia
PG00438;2023-05-05;CT0028;910;Cobrado;0;BZM;v3.2.1;jgarcia
PG00439;2023-06-05;CT0028;910;Pdo.;0;Bizum;v3.2.1;jgarcia
PG00440;2023-07-05;CT0028;910;Pdo.;0;TRANSF;v3.2.1;admin
PG00441;2023-08-05;ct-0028;910;OK;0;Metalico;v3.1.8;import_batch
PG00442;2023-09-05;CT0028;910;Al corriente;0;Bizum;v3.2.1;admin
PG00443;2023-10-05;CT0028;910;Pagado;0;transferencia;v3.1.8;mlopez
PG00444;2023-11-05;CT0028;910;pagado;0;Efectivo;v3.2.1;admin
PG00445;2023-12-05;CT0028;910;Ok;0;Transferencia;v3.2.0;mlopez
PG00446;2024-01-05;CT0028;910;Pagado;;bizum;v3.2.0;sistema_auto
PG00447;2024-02-05;CT0028;;impagado;-;TRANSF;v3.2.1;admin
PG00448;2022-04-05;CT0029;1580;Al corriente;0;EFECTIVO;v3.1.8;import_batch
PG00449;2022-05-05;CT0029;1580;Pagado;0;bizum;v3.2.1;sistema_auto
PG00450;2022-06-05;CT0029;1580;Pagado;0;efectivo;v3.1.8;sistema_auto
PG00451;2022-07-05;ct-0029;1580;P;0;EFE;v3.2.0;jgarcia
PG00452;2022-08-05;CT-0029;1580;Pagado;0;efectivo;v3.1.8;mlopez
PG00453;2022-09-05;ct0029;1580;PAG;0;EFECTIVO;v3.2.0;mlopez
PG00454;2024-10-05;CT0030;880;pagado;0;Dom.;v3.2.0;sistema_auto
PG00455;2024-11-05;CT0030;880;OK;0;TRANSF;v3.2.1;sistema_auto
PG00456;2024-12-05;CT0030;880;PAG;0;Transf.;v3.2.0;admin
PG00457;2025-01-05;CT0030;880;OK;0;BIZUM;v3.1.8;mlopez
PG00458;2025-02-05;CT0030;880;P;0;EFE;v3.1.8;import_batch
PG00459;2025-03-05;CT0030;??;NO;67;Domiciliación;v3.2.1;jgarcia
PG00460;2025-04-05;CT0030;880;PAGADO;0;EFE;v3.1.8;mlopez
PG00461;2025-05-05;CT0030;880;PAG;0;EFE;v3.2.0;mlopez
PG00462;2025-06-05;CT0030;;impagado;73;EFE;v3.1.8;jgarcia
PG00463;2025-07-05;CT0030;880;Pagado;0;Recibo;v3.1.8;import_batch
PG00464;2025-08-05;CT0030;880;P;0;Transferencia;v3.2.1;import_batch
PG00465;2025-09-05;CT0030;880;PAG;0;Transferencia;v3.2.1;jgarcia
PG00466;2023-08-05;CT0031;470;pagado;0;DOM;v3.2.0;mlopez
PG00467;2023-09-05;CT0031;470;Pagado;0;EFECTIVO;v3.2.0;jgarcia
PG00468;2023-10-05;CT0031;470;pagado;0;Recibo;v3.2.1;admin
PG00469;2023-11-05;CT 0031;0;Impagado;81;DOMICILIACION;v3.2.0;jgarcia
PG00470;2023-12-05;CT0031;470;Al corriente;0;Metalico;v3.2.1;admin
PG00471;2024-01-05;CT0031;470;PAG;0;Cash;v3.2.0;mlopez
PG00472;2024-02-05;CT0031;470;Pdo.;0;Recibo;v3.2.0;import_batch
PG00473;2024-03-05;CT0031;470;PAG;0;BZM;v3.1.8;jgarcia
PG00474;2024-04-05;CT0031;470;Al corriente;0;TRANSFERENCIA;v3.2.0;mlopez
PG00475;2024-05-05;CT0031;470;Pdo.;0;EFECTIVO;v3.2.1;import_batch
PG00476;2024-06-05;CT0031;470;Al corriente;0;Bizum;v3.1.8;admin
PG00477;2024-07-05;CT0031;470;Cobrado;0;transferencia;v3.2.0;sistema_auto
PG00478;2024-08-05;CT0031;470;P;0;Efectivo;v3.2.1;sistema_auto
PG00479;2024-09-05;CT0031;470;Ok;0;Dom.;v3.1.8;admin
PG00480;2024-10-05;CT-0031;470;PAG;0;TRF;v3.1.8;admin
PG00481;2024-11-05;CT 0031;470;retraso;23;TRANSFERENCIA;v3.2.0;admin
PG00482;2024-12-05;CT0031;470;Cobrado;0;BZM;v3.2.1;sistema_auto
PG00483;2025-01-05;CT0031;470;RET;13;EFECTIVO;v3.1.8;jgarcia
PG00484;2025-02-05;ct-0031;470;PAG;0;Efectivo;v3.2.1;import_batch
PG00485;2025-03-05;CT0031;470;Cobrado;0;BZM;v3.2.1;sistema_auto
PG00486;2025-04-05;CT0031;470;P;0;efectivo;v3.2.0;import_batch
PG00487;2025-05-05;CT0031;470;Al corriente;999;Bizum;v3.2.1;sistema_auto
PG00488;2025-06-05;CT0031;470;Pdo.;0;Transf;v3.1.8;admin
PG00489;2025-07-05;CT0031;470;P;0;BZM;v3.2.1;jgarcia
PG00490;2025-08-05;CT0031;470;Retraso;5;bizum;v3.2.0;mlopez
PG00491;2025-09-05;CT0031;470;PAGADO;0;Bizum;v3.1.8;import_batch
PG00492;2025-10-05;CT0031;470;Ok;0;efectivo;v3.1.8;jgarcia
PG00493;2025-11-05;CT0031;470;Fuera de plazo;26;TRF;v3.2.0;import_batch
PG00494;2025-12-05;CT0031;0;Impagado;44;DOM;v3.2.0;mlopez
PG00495;2024-05-05;CT0032;1790;Pdo.;0;Efectivo;v3.2.1;import_batch
PG00496;2024-06-05;CT-0032;1790;Cobrado;0;Bizum;v3.2.1;admin
PG00497;2024-07-05;CT0032;1790;Ok;0;EFECTIVO;v3.2.1;mlopez
PG00498;2024-08-05;CT0032;1790;Pagado;0;TRANSF;v3.2.0;import_batch
PG00499;2024-09-05;CT0032;1790;Al corriente;0;Recibo;v3.1.8;jgarcia
PG00500;2024-10-05;CT0032;1790;Con retraso;18;Efectivo;v3.1.8;admin
PG00501;2024-11-05;CT0032;1790;pagado;0;Bizum;v3.2.0;mlopez
PG00502;2024-12-05;CT0032;1790;Pagado;0;DOM;v3.1.8;sistema_auto
PG00503;2025-01-05;CT0032;1790;Pagado;0;EFE;v3.2.0;sistema_auto
PG00504;2025-02-05;CT0032;1790;Pagado;0;Transferencia;v3.1.8;mlopez
PG00505;2025-03-05;CT0032;1790;PAG;0;Domiciliación;v3.2.0;admin
PG00506;2025-04-05;CT0032;1790;PAGADO;0;DOMICILIACION;v3.2.1;jgarcia
PG00507;2025-05-05;CT0032;1790;Ok;0;TRANSF;v3.2.1;admin
PG00508;2025-06-05;CT0032;1790;Atrasado;27;Domic.;v3.2.0;sistema_auto
PG00509;2025-07-05;CT0032;1790;Cobrado;0;Efectivo;v3.1.8;mlopez
PG00510;2025-08-05;CT0032;1790;Al corriente;0;Transferencia;v3.2.1;jgarcia
PG00511;2025-09-05;CT0032;1790;P;??;Domiciliación;v3.2.0;sistema_auto
PG00512;2025-10-05;CT0032;1790;Cobrado;0;Cash;v3.2.1;jgarcia
PG00513;2025-11-05;CT0032;1790;P;0;Metalico;v3.2.1;mlopez
PG00514;2025-12-05;CT0032;1790;Pdo.;0;Bizum;v3.2.1;import_batch
PG00515;2025-01-05;CT0033;650;PAG;0;Bizum;v3.2.1;sistema_auto
PG00516;2025-02-05;CT0033;650;Pagado;0;TRANSFERENCIA;v3.2.1;admin
PG00517;2025-03-05;CT0033;650;Al corriente;0;EFECTIVO;v3.2.1;sistema_auto
PG00518;2025-04-05;CT0033;650;Pagado;0;DOMICILIACION;v3.2.0;sistema_auto
PG00519;2025-05-05;CT0033;650;retraso;25;Domiciliación;v3.2.1;sistema_auto
PG00520;2025-06-05;CT0033;650;Cobrado;0;Bizum;v3.1.8;mlopez
PG00521;2025-07-05;CT0033;650;Ok;0;Transferencia;v3.2.1;admin
PG00522;2025-08-05;CT0033;650;RETRASO;29;Transf;v3.1.8;mlopez
PG00523;2025-09-05;CT0033;650;Ok;0;Domiciliacion;v3.1.8;admin
PG00524;2025-10-05;CT0033;650;pagado;0;Transf.;v3.2.0;jgarcia
PG00525;2025-11-05;CT0033;650;PAG;0;BIZUM;v3.1.8;jgarcia
PG00526;2025-12-05;CT0033;650;PAG;0;BIZUM;v3.1.8;import_batch
PG00527;2022-03-05;CT0034;1260;Ok;0;efectivo;v3.1.8;mlopez
PG00528;2022-04-05;CT0034;1260;retraso;19;BZM;v3.2.0;mlopez
PG00529;2022-05-05;CT0034;1260;OK;0;BIZUM;v3.1.8;jgarcia
PG00530;2022-06-05;CT0034;1260;Pagado;0;Cash;v3.2.0;mlopez
PG00531;2022-07-05;CT0034;1260;Ok;0;Transf.;v3.2.0;mlopez
PG00532;2022-08-05;CT0034;1260;pagado;-;BZM;v3.1.8;sistema_auto
PG00533;2022-09-05;CT0034;1260;PAG;0;BIZUM;v3.2.1;jgarcia
PG00534;2022-10-05;CT0034;1260;Pagado;-;TRANSF;v3.2.1;mlopez
PG00535;2022-11-05;CT0034;1260;pagado;0;BZM;v3.2.0;sistema_auto
PG00536;2022-12-05;CT0034;999;impagado;70;Bizum;v3.1.8;sistema_auto
PG00537;2023-01-05;CT0034;1260;Fuera de plazo;13;BIZUM;v3.2.1;jgarcia
PG00538;2023-02-05;CT0034;1260;pagado;0;Recibo;v3.1.8;sistema_auto
PG00539;2025-09-05;CT-0035;950;Fuera de plazo;30;Efectivo;v3.2.1;jgarcia
PG00540;2025-10-05;CT0035;950;Pdo.;0;Dom.;v3.2.1;mlopez
PG00541;2025-11-05;CT0035;950;Pdo.;0;EFE;v3.1.8;mlopez
PG00542;2025-12-05;CT0035;0;impagado;46;EFECTIVO;v3.2.1;jgarcia
PG00543;2023-11-05;CT0036;1200;OK;0;Transferencia;v3.1.8;jgarcia
PG00544;2023-12-05;CT0036;1200;P;0;Domiciliacion;v3.2.0;sistema_auto
PG00545;2024-01-05;CT0036;1200;Ok;0;Domiciliacion;v3.2.0;jgarcia
PG00546;2024-02-05;CT0036;1200;OK;0;Efectivo;v3.2.1;import_batch
PG00547;2024-03-05;CT0036;1200;RET;26;BIZUM;v3.2.0;import_batch
PG00548;2024-04-05;CT0036;1200;Pagado;0;Recibo;v3.2.1;mlopez
PG00549;2024-05-05;CT0036;1200;PAGADO;0;Domic.;v3.1.8;import_batch
PG00550;2022-05-05;CT0037;2640;P;0;Recibo;v3.2.1;sistema_auto
PG00551;2022-06-05;CT0037;2640;OK;0;Domic.;v3.2.1;import_batch
PG00552;2022-07-05;CT0037;2640;Tarde;15;Transf.;v3.1.8;jgarcia
PG00553;2022-08-05;CT0037;2640;Ok;0;Recibo;v3.2.1;jgarcia
PG00554;2022-09-05;CT0037;2640;PAGADO;0;Bizum;v3.2.1;admin
PG00555;2022-10-05;CT0037;2640;pagado;0;bizum;v3.1.8;sistema_auto
PG00556;2023-10-05;CT0038;920;Pdo.;0;Bizum;v3.2.1;admin
PG00557;2023-11-05;CT0038;920;Pdo.;0;Transf.;v3.1.8;mlopez
PG00558;2023-12-05;CT0038;920;PAG;0;Transf;v3.1.8;jgarcia
PG00559;2024-01-05;CT0038;920;PAG;0;Domiciliacion;v3.2.1;admin
PG00560;2024-02-05;CT0038;920;Pagado;0;EFE;v3.2.1;import_batch
PG00561;2024-03-05;CT0038;920;Cobrado;0;Efectivo;v3.2.0;admin
PG00562;2024-04-05;CT0038;920;Ok;0;Recibo;v3.2.0;mlopez
PG00563;2024-05-05;CT0038;920;pagado;0;Domic.;v3.2.1;jgarcia
PG00564;2024-06-05;CT0038;920;P;0;EFECTIVO;v3.2.1;admin
PG00565;2024-07-05;CT0038;920;pagado;0;Domiciliacion;v3.2.1;admin
PG00566;2024-08-05;CT0038;920;Pagado;0;Metalico;v3.2.1;import_batch
PG00567;2024-09-05;CT0038;920;PAG;0;Dom.;v3.2.1;admin
PG00568;2024-10-05;CT 0038;920;Ok;N/A;TRANSFERENCIA;v3.2.1;admin
PG00569;2024-11-05;CT0038;920;pagado;0;BZM;v3.2.1;import_batch
PG00570;2024-12-05;CT0038;920;P;0;Domiciliacion;v3.1.8;admin
PG00571;2025-01-05;ct0038;920;PAG;0;Domic.;v3.1.8;admin
PG00572;2025-02-05;CT0038;920;Al corriente;0;TRANSF;v3.2.1;mlopez
PG00573;2025-03-05;CT0038;920;PAG;0;Cash;v3.1.8;jgarcia
PG00574;2025-04-05;CT0038;920;PAG;0;Metalico;v3.2.0;jgarcia
PG00575;2025-05-05;CT 0038;920;Pdo.;0;efectivo;v3.2.0;import_batch
PG00576;2025-06-05;CT0038;920;Pagado;0;TRANSF;v3.2.1;import_batch
PG00577;2025-07-05;CT0038;920;Pagado;-;Bizum;v3.2.0;sistema_auto
PG00578;2025-08-05;CT0038;N/D;IMPAGADO;87;bizum;v3.2.1;admin
PG00579;2025-09-05;CT0038;920;Ok;0;Domiciliación;v3.2.0;import_batch
PG00580;2025-08-05;CT0039;2510;PAGADO;0;TRANSFERENCIA;v3.1.8;sistema_auto
PG00581;2025-09-05;CT0039;2510;Cobrado;0;DOMICILIACION;v3.2.0;sistema_auto
PG00582;2025-10-05;CT0039;2510;PAG;0;bizum;v3.2.1;jgarcia
PG00583;2025-11-05;CT0039;2510;Pagado;0;Transf.;v3.1.8;sistema_auto
PG00584;2025-12-05;CT 0039;2510;PAG;0;bizum;v3.2.1;import_batch
PG00585;2023-07-05;CT0040;1110;Pdo.;0;TRF;v3.1.8;mlopez
PG00586;2023-08-05;ct0040;1110;OK;0;Bizum;v3.1.8;jgarcia
PG00587;2023-09-05;CT0040;1110;Al corriente;0;BZM;v3.1.8;import_batch
PG00588;2023-10-05;CT0040;1110;Cobrado;0;DOMICILIACION;v3.2.1;import_batch
PG00589;2023-11-05;CT0040;1110;PAG;0;Metalico;v3.1.8;jgarcia
PG00590;2023-12-05;ct0040;1110;Pdo.;0;Recibo;v3.1.8;sistema_auto
PG00591;2024-01-05;CT0040;1110;Pdo.;0;efectivo;v3.2.0;import_batch
PG00592;2024-02-05;CT0040;1110;PAG;0;Recibo;v3.1.8;jgarcia
PG00593;2024-03-05;CT0040;1110;Pagado;0;DOMICILIACION;v3.1.8;import_batch
PG00594;2024-03-05;CT0041;2670;Pagado;0;TRANSFERENCIA;v3.2.1;admin
PG00595;2024-04-05;CT0041;2670;Al corriente;0;Domiciliación;v3.1.8;admin
PG00596;2024-05-05;CT0041;2670;PAGADO;0;Transf.;v3.2.0;sistema_auto
PG00597;2024-06-05;CT0041;2670;Pagado;0;BIZUM;v3.2.0;jgarcia
PG00598;2024-07-05;CT0041;2670;Al corriente;0;Transf.;v3.2.1;import_batch
PG00599;2024-08-05;CT0041;2670;Ok;0;Transf.;v3.2.0;admin
PG00600;2024-09-05;ct0041;2670;Pagado;0;Transferencia;v3.1.8;sistema_auto
PG00601;2024-10-05;CT0041;2670;P;0;Transf;v3.2.0;jgarcia
PG00602;2024-11-05;CT0041;2670;Cobrado;0;EFECTIVO;v3.2.0;import_batch
PG00603;2024-12-05;CT0041;2670;Pagado;0;bizum;v3.2.0;admin
PG00604;2025-01-05;CT0041;2670;Cobrado;0;DOM;v3.2.0;admin
PG00605;2025-02-05;CT0041;2670;PAG;0;transferencia;v3.1.8;mlopez
PG00606;2025-03-05;CT0041;2670;Cobrado;0;transferencia;v3.2.1;admin
PG00607;2025-04-05;CT0041;2670;PAG;0;BZM;v3.2.1;sistema_auto
PG00608;2025-05-05;CT0041;2670;Ok;0;Dom.;v3.2.1;sistema_auto
PG00609;2025-06-05;CT0041;2670;Pagado;0;Transferencia;v3.2.0;mlopez
PG00610;2025-07-05;CT0041;2670;pagado;0;TRANSFERENCIA;v3.1.8;mlopez
PG00611;2025-08-05;CT0041;2670;Pdo.;0;TRANSF;v3.2.1;sistema_auto
PG00612;2025-09-05;CT0041;2670;P;0;Dom.;v3.1.8;import_batch
PG00613;2025-10-05;CT0041;2670;Al corriente;0;Domiciliacion;v3.2.1;import_batch
PG00614;2025-11-05;CT0041;2670;Pdo.;0;Metalico;v3.2.1;admin
PG00615;2025-12-05;CT 0041;2670;P;0;Transferencia;v3.2.0;mlopez
PG00616;2023-07-05;CT0042;2710;P;0;Domiciliacion;v3.2.0;jgarcia
PG00617;2023-08-05;CT0042;2710;PAG;0;efectivo;v3.2.0;admin
PG00618;2023-09-05;CT0042;2710;Cobrado;0;TRANSFERENCIA;v3.2.1;mlopez
PG00619;2023-10-05;CT0042;2710;OK;0;Transf;v3.2.0;jgarcia
PG00620;2023-11-05;CT0042;2710;Retraso;23;EFECTIVO;v3.2.0;sistema_auto
PG00621;2023-12-05;CT0042;2710;Cobrado;0;TRANSFERENCIA;v3.1.8;mlopez
PG00622;2024-01-05;CT0042;2710;Pagado;0;TRANSFERENCIA;v3.2.0;jgarcia
PG00623;2024-02-05;CT0042;2710;P;0;transferencia;v3.2.0;import_batch
PG00624;2024-03-05;CT0042;2710;Con retraso;25;DOM;v3.1.8;sistema_auto
PG00625;2024-04-05;CT0042;2710;OK;0;bizum;v3.2.1;mlopez
PG00626;2024-05-05;CT0042;2710;Cobrado;0;TRANSFERENCIA;v3.2.0;sistema_auto
PG00627;2024-06-05;CT0042;2710;PAGADO;0;Domiciliación;v3.2.0;mlopez
PG00628;2023-10-05;CT0043;1090;Atrasado;14;bizum;v3.1.8;sistema_auto
PG00629;2023-11-05;CT0043;1090;Cobrado;0;Bizum;v3.2.0;import_batch
