Suma de Dias_Retraso,Estado_Pago,Año,Trimestre,Mes,Día,ID_Contrato,ID_Pago,Suma de Importe_Pagado,Metodo_Pago
0,Pagado,2022,Qtr 2,mayo,5,CT0029,PG00449,1580 €,Bizum
0,Pagado,2022,Qtr 2,mayo,5,CT0034,PG00529,1260 €,Bizum
0,Pagado,2022,Qtr 2,mayo,5,CT0037,PG00550,2640 €,Recibo
0,Pagado,2022,Qtr 2,mayo,5,CT0047,PG00705,2030 €,Recibo
0,Pagado,2022,Qtr 2,mayo,5,CT0048,PG00712,1590 €,Domiciliación
0,Pagado,2022,Qtr 2,mayo,5,CT0054,PG00848,2200 €,Efectivo
0,Pagado,2022,Qtr 2,mayo,5,CT0056,PG00877,1570 €,Transferencia
0,Pagado,2022,Qtr 2,mayo,5,CT0098,PG01481,2370 €,Transferencia
0,Pagado,2022,Qtr 2,mayo,5,CT0102,PG01542,480 €,Bizum
0,Pagado,2022,Qtr 2,mayo,5,CT0106,PG01601,2480 €,Transferencia
0,Pagado,2022,Qtr 2,mayo,5,CT0126,PG01856,1400 €,Efectivo
0,Pagado,2022,Qtr 2,mayo,5,CT0127,PG01866,1610 €,Bizum
0,Pagado,2022,Qtr 2,mayo,5,CT0128,PG01902,1470 €,Bizum
0,Pagado,2022,Qtr 2,junio,5,CT0002,PG00012,620 €,Transferencia
0,Pagado,2022,Qtr 2,junio,5,CT0005,PG00086,980 €,Transferencia
0,Pagado,2022,Qtr 2,junio,5,ct0009,PG00153,580 €,Efectivo
0,Pagado,2022,Qtr 2,junio,5,CT0029,PG00450,1580 €,Efectivo
0,Pagado,2022,Qtr 2,junio,5,CT0034,PG00530,1260 €,Efectivo
0,Pagado,2022,Qtr 2,junio,5,CT0037,PG00551,2640 €,Domiciliación
0,Pagado,2022,Qtr 2,junio,5,CT0047,PG00706,2030 €,Bizum
0,Pagado,2022,Qtr 2,junio,5,CT0053,PG00824,960 €,Bizum
99,Pagado,2022,Qtr 2,junio,5,CT0060,PG00919,1060 €,Efectivo
0,Pagado,2022,Qtr 2,junio,5,CT0095,PG01438,2070 €,Bizum
0,Pagado,2022,Qtr 2,junio,5,CT0098,PG01482,2370 €,Domiciliación
0,Pagado,2022,Qtr 2,junio,5,CT0102,PG01543,480 €,Transferencia
0,Pagado,2022,Qtr 2,junio,5,CT0106,PG01602,2480 €,Domiciliación
0,Pagado,2022,Qtr 2,junio,5,CT0114,PG01719,1090 €,Bizum
0,Pagado,2022,Qtr 2,junio,5,CT0119,PG01778,320 €,Bizum
0,Pagado,2022,Qtr 2,junio,5,CT0120,PG01783,670 €,Domiciliación
0,Pagado,2022,Qtr 2,junio,5,CT0127,PG01867,1610 €,Transferencia
0,Pagado,2022,Qtr 3,julio,5,CT0002,PG00013,620 €,Efectivo
0,Pagado,2022,Qtr 3,julio,5,CT0005,PG00087,980 €,Efectivo
0,Pagado,2022,Qtr 3,julio,5,CT0015,PG00255,910 €,Efectivo
0,Pagado,2022,Qtr 3,julio,5,CT0024,PG00376,2190 €,Transferencia
0,Pagado,2022,Qtr 3,julio,5,CT0025,PG00384,1860 €,Domiciliación
0,Pagado,2022,Qtr 3,julio,5,ct-0029,PG00451,1580 €,Efectivo
0,Pagado,2022,Qtr 3,julio,5,CT0034,PG00531,1260 €,Transferencia
0,Pagado,2022,Qtr 3,julio,5,CT0048,PG00714,1590 €,Bizum
0,Pagado,2022,Qtr 3,julio,5,CT0049,PG00735,2090 €,Domiciliación
0,Pagado,2022,Qtr 3,julio,5,CT0053,PG00825,960 €,Bizum
0,Pagado,2022,Qtr 3,julio,5,CT0054,PG00850,2200 €,Recibo
0,Pagado,2022,Qtr 3,julio,5,CT0056,PG00879,1570 €,Domiciliación
0,Pagado,2022,Qtr 3,julio,5,CT0060,PG00920,1060 €,Efectivo
0,Pagado,2022,Qtr 3,julio,5,CT-0063,PG00964,720 €,Domiciliación
0,Pagado,2022,Qtr 3,julio,5,CT0071,PG01095,1730 €,Efectivo
0,Pagado,2022,Qtr 3,julio,5,CT0095,PG01439,2070 €,Bizum
0,Pagado,2022,Qtr 3,julio,5,CT0098,PG01483,2370 €,Efectivo
0,Pagado,2022,Qtr 3,julio,5,CT0102,PG01544,480 €,Transferencia
0,Pagado,2022,Qtr 3,julio,5,CT0106,PG01603,2480 €,Domiciliación
0,Pagado,2022,Qtr 3,julio,5,CT0114,PG01720,1090 €,Efectivo
0,Pagado,2022,Qtr 3,julio,5,CT0119,PG01779,320 €,Bizum
0,Pagado,2022,Qtr 3,julio,5,CT0127,PG01868,1610 €,Domiciliación
0,Pagado,2022,Qtr 3,julio,5,CT0128,PG01904,1470 €,Bizum
0,Pagado,2022,Qtr 3,julio,5,CT0138,PG02079,3020 €,Transferencia
0,Pagado,2022,Qtr 3,agosto,5,CT0002,PG00014,620 €,Efectivo
0,Pagado,2022,Qtr 3,agosto,5,CT0005,PG00088,980 €,Recibo
0,Pagado,2022,Qtr 3,agosto,5,ct0009,PG00155,580 €,Domiciliación
0,Pagado,2022,Qtr 3,agosto,5,CT0015,PG00256,910 €,Transferencia
0,Pagado,2022,Qtr 3,agosto,5,CT0024,PG00377,2190 €,Recibo
0,Pagado,2022,Qtr 3,agosto,5,CT0025,PG00385,1860 €,Efectivo
0,Pagado,2022,Qtr 3,agosto,5,ct-0029,PG00452,1580 €,Efectivo
0,Pagado,2022,Qtr 3,agosto,5,CT0037,PG00553,2640 €,Recibo
0,Pagado,2022,Qtr 3,agosto,5,CT0047,PG00708,2030 €,Bizum
0,Pagado,2022,Qtr 3,agosto,5,CT0048,PG00715,1590 €,Bizum
0,Pagado,2022,Qtr 3,agosto,5,CT0049,PG00736,2090 €,Efectivo
0,Pagado,2022,Qtr 3,agosto,5,CT0054,PG00851,2200 €,Bizum
0,Pagado,2022,Qtr 3,agosto,5,CT0056,PG00880,1570 €,Efectivo
0,Pagado,2022,Qtr 3,agosto,5,CT0060,PG00921,1060 €,Bizum
0,Pagado,2022,Qtr 3,agosto,5,CT0063,PG00965,720 €,Efectivo
0,Pagado,2022,Qtr 3,agosto,5,CT0070,PG01071,650 €,Bizum
0,Pagado,2022,Qtr 3,agosto,5,CT0071,PG01096,1730 €,Efectivo
0,Pagado,2022,Qtr 3,agosto,5,CT0087,PG01309,2640 €,Transferencia
0,Pagado,2022,Qtr 3,agosto,5,CT0095,PG01440,2070 €,Domiciliación
0,Pagado,2022,Qtr 3,agosto,5,CT0098,PG01484,2370 €,Transferencia
0,Pagado,2022,Qtr 3,agosto,5,CT0102,PG01545,480 €,Transferencia
0,Pagado,2022,Qtr 3,agosto,5,CT0106,PG01604,2480 €,Transferencia
0,Pagado,2022,Qtr 3,agosto,5,CT0114,PG01721,1090 €,Domiciliación
0,Pagado,2022,Qtr 3,agosto,5,CT0119,PG01780,320 €,Efectivo
0,Pagado,2022,Qtr 3,agosto,5,CT0120,PG01785,670 €,Transferencia
0,Pagado,2022,Qtr 3,agosto,5,CT0126,PG01859,1400 €,Transferencia
0,Pagado,2022,Qtr 3,agosto,5,CT0127,PG01869,1610 €,Domiciliación
0,Pagado,2022,Qtr 3,agosto,5,CT0138,PG02080,3020 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,0120,PG01786,670 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0002,PG00015,620 €,Transferencia
0,Pagado,2022,Qtr 3,septiembre,5,CT0005,PG00089,980 €,Domiciliación
0,Pagado,2022,Qtr 3,septiembre,5,ct0009,PG00156,580 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0015,PG00257,910 €,Domiciliación
0,Pagado,2022,Qtr 3,septiembre,5,CT0024,PG00378,2190 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0025,PG00386,1860 €,Recibo
0,Pagado,2022,Qtr 3,septiembre,5,CT0029,PG00453,1580 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0034,PG00533,1260 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0037,PG00554,2640 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0047,PG00709,2030 €,Bizum
99,Pagado,2022,Qtr 3,septiembre,5,CT0048,PG00716,1590 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0049,PG00737,2090 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0053,PG00827,960 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0054,PG00852,2200 €,Domiciliación
0,Pagado,2022,Qtr 3,septiembre,5,CT0056,PG00881,1570 €,Transferencia
0,Pagado,2022,Qtr 3,septiembre,5,CT0060,PG00922,1060 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0070,PG01072,650 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0071,PG01097,1730 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0084,PG01255,1950 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0095,PG01441,2070 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0098,PG01485,2370 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0106,PG01605,2480 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0114,PG01722,1090 €,Efectivo
0,Pagado,2022,Qtr 3,septiembre,5,CT0119,PG01781,320 €,Domiciliación
0,Pagado,2022,Qtr 3,septiembre,5,CT0126,PG01860,1400 €,Recibo
0,Pagado,2022,Qtr 3,septiembre,5,CT0127,PG01870,1610 €,Bizum
0,Pagado,2022,Qtr 3,septiembre,5,CT0128,PG01906,1470 €,Domiciliación
0,Pagado,2022,Qtr 3,septiembre,5,CT0138,PG02081,3020 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0002,PG00016,620 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0005,PG00090,980 €,Domiciliación
0,Pagado,2022,Qtr 4,octubre,5,ct0009,PG00157,580 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0015,PG00258,910 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0024,PG00379,2190 €,Recibo
0,Pagado,2022,Qtr 4,octubre,5,CT0025,PG00387,1860 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0037,PG00555,2640 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0048,PG00717,1590 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0049,PG00738,2090 €,Domiciliación
0,Pagado,2022,Qtr 4,octubre,5,CT0053,PG00828,960 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0054,PG00853,2200 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0060,PG00923,1060 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0063,PG00967,720 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0070,PG01073,650 €,Domiciliación
0,Pagado,2022,Qtr 4,octubre,5,CT0071,PG01098,1730 €,Transferencia
99,Pagado,2022,Qtr 4,octubre,5,CT0076,PG01146,1030 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0084,PG01256,1950 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0095,PG01442,2070 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0098,PG01486,2370 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0102,PG01547,480 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0106,PG01606,2480 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT-0108,PG01621,1420 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0114,PG01723,1090 €,Domiciliación
0,Pagado,2022,Qtr 4,octubre,5,CT0120,PG01787,670 €,Domiciliación
0,Pagado,2022,Qtr 4,octubre,5,CT0126,PG01861,1400 €,Domiciliación
0,Pagado,2022,Qtr 4,octubre,5,CT0127,PG01871,1610 €,Bizum
0,Pagado,2022,Qtr 4,octubre,5,CT0128,PG01907,1470 €,Transferencia
0,Pagado,2022,Qtr 4,octubre,5,CT0138,PG02082,3020 €,Domiciliación
0,Pagado,2022,Qtr 4,octubre,5,CT0148,PG02201,2360 €,Transferencia
0,Pagado,2022,Qtr 4,noviembre,5,0015,PG00259,910 €,Domiciliación
0,Pagado,2022,Qtr 4,noviembre,5,CT0002,PG00017,620 €,Efectivo
0,Pagado,2022,Qtr 4,noviembre,5,ct0009,PG00158,580 €,Efectivo
0,Pagado,2022,Qtr 4,noviembre,5,CT0021,PG00340,490 €,Recibo
0,Pagado,2022,Qtr 4,noviembre,5,CT0024,PG00380,2190 €,Bizum
0,Pagado,2022,Qtr 4,noviembre,5,CT0025,PG00388,1860 €,Recibo
0,Pagado,2022,Qtr 4,noviembre,5,CT0026,PG00408,1070 €,Bizum
0,Pagado,2022,Qtr 4,noviembre,5,CT0034,PG00535,1260 €,Bizum
0,Pagado,2022,Qtr 4,noviembre,5,CT0053,PG00829,960 €,Transferencia
0,Pagado,2022,Qtr 4,noviembre,5,CT0054,PG00854,2200 €,Efectivo
0,Pagado,2022,Qtr 4,noviembre,5,CT-0060,PG00924,1060 €,Efectivo
0,Pagado,2022,Qtr 4,noviembre,5,CT0063,PG00968,720 €,Transferencia
0,Pagado,2022,Qtr 4,noviembre,5,CT0070,PG01074,650 €,Efectivo
0,Pagado,2022,Qtr 4,noviembre,5,CT0076,PG01147,1030 €,Bizum
0,Pagado,2022,Qtr 4,noviembre,5,CT0095,PG01443,2070 €,Efectivo
0,Pagado,2022,Qtr 4,noviembre,5,CT0098,PG01487,2370 €,Domiciliación
0,Pagado,2022,Qtr 4,noviembre,5,CT0102,PG01548,480 €,Bizum
0,Pagado,2022,Qtr 4,noviembre,5,CT0108,PG01622,1420 €,Transferencia
0,Pagado,2022,Qtr 4,noviembre,5,CT0115,PG01731,1500 €,Efectivo
0,Pagado,2022,Qtr 4,noviembre,5,CT0120,PG01788,670 €,Domiciliación
0,Pagado,2022,Qtr 4,noviembre,5,CT0125,PG01829,1750 €,Efectivo
0,Pagado,2022,Qtr 4,noviembre,5,CT0126,PG01862,1400 €,Domiciliación
0,Pagado,2022,Qtr 4,noviembre,5,CT0127,PG01872,1610 €,Bizum
0,Pagado,2022,Qtr 4,noviembre,5,CT0128,PG01908,1470 €,Transferencia
0,Pagado,2022,Qtr 4,noviembre,5,CT0138,PG02083,3020 €,Domiciliación
0,Pagado,2022,Qtr 4,noviembre,5,CT0148,PG02202,2360 €,Transferencia
0,Pagado,2022,Qtr 4,diciembre,5,0087,PG01313,2640 €,Efectivo
0,Pagado,2022,Qtr 4,diciembre,5,CT 0131,PG01979,470 €,Bizum
0,Pagado,2022,Qtr 4,diciembre,5,CT0002,PG00018,620 €,Bizum
0,Pagado,2022,Qtr 4,diciembre,5,ct0009,PG00159,580 €,Efectivo
0,Pagado,2022,Qtr 4,diciembre,5,CT0017,PG00282,1200 €,Transferencia
0,Pagado,2022,Qtr 4,diciembre,5,CT0021,PG00341,490 €,Transferencia
0,Pagado,2022,Qtr 4,diciembre,5,CT0024,PG00381,2190 €,Bizum
0,Pagado,2022,Qtr 4,diciembre,5,CT0025,PG00389,1860 €,Efectivo
0,Pagado,2022,Qtr 4,diciembre,5,CT0048,PG00719,1590 €,Transferencia
0,Pagado,2022,Qtr 4,diciembre,5,CT0049,PG00740,2090 €,Domiciliación
0,Pagado,2022,Qtr 4,diciembre,5,ct-0053,PG00830,960 €,Domiciliación
0,Pagado,2022,Qtr 4,diciembre,5,CT0056,PG00884,1570 €,Efectivo
0,Pagado,2022,Qtr 4,diciembre,5,CT0060,PG00925,1060 €,Domiciliación
0,Pagado,2022,Qtr 4,diciembre,5,CT0063,PG00969,720 €,Bizum
0,Pagado,2022,Qtr 4,diciembre,5,CT0070,PG01075,650 €,Domiciliación
0,Pagado,2022,Qtr 4,diciembre,5,CT0076,PG01148,1030 €,Transferencia
0,Pagado,2022,Qtr 4,diciembre,5,CT0084,PG01258,1950 €,Efectivo
0,Pagado,2022,Qtr 4,diciembre,5,CT0086,PG01282,490 €,Bizum
0,Pagado,2022,Qtr 4,diciembre,5,CT0102,PG01549,480 €,Transferencia
0,Pagado,2022,Qtr 4,diciembre,5,CT0106,PG01608,2480 €,Transferencia
0,Pagado,2022,Qtr 4,diciembre,5,CT0108,PG01623,1420 €,Bizum
0,Pagado,2022,Qtr 4,diciembre,5,CT0120,PG01789,670 €,Bizum
0,Pagado,2022,Qtr 4,diciembre,5,CT0125,PG01830,1750 €,Efectivo
0,Pagado,2022,Qtr 4,diciembre,5,CT0126,PG01863,1400 €,Transferencia
0,Pagado,2022,Qtr 4,diciembre,5,CT0127,PG01873,1610 €,Bizum
0,Pagado,2022,Qtr 4,diciembre,5,CT0128,PG01909,1470 €,Recibo
0,Pagado,2022,Qtr 4,diciembre,5,CT0138,PG02084,3020 €,Domiciliación
0,Pagado,2022,Qtr 4,diciembre,5,CT0148,PG02203,2360 €,Efectivo
0,Pagado,2023,Qtr 1,enero,5,0148,PG02204,2360 €,Efectivo
0,Pagado,2023,Qtr 1,enero,5,CT 0115,PG01733,1500 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0002,PG00019,620 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,ct0009,PG00160,580 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0015,PG00261,910 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0017,PG00283,1200 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0025,PG00390,1860 €,Domiciliación
0,Pagado,2023,Qtr 1,enero,5,CT0026,PG00410,1070 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0054,PG00856,2200 €,Bizum
0,Pagado,2023,Qtr 1,enero,5,CT0060,PG00926,1060 €,Efectivo
0,Pagado,2023,Qtr 1,enero,5,CT0063,PG00970,720 €,Domiciliación
0,Pagado,2023,Qtr 1,enero,5,CT0076,PG01149,1030 €,Domiciliación
0,Pagado,2023,Qtr 1,enero,5,CT0084,PG01259,1950 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0087,PG01314,2640 €,Bizum
0,Pagado,2023,Qtr 1,enero,5,CT0095,PG01445,2070 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0098,PG01489,2370 €,Domiciliación
0,Pagado,2023,Qtr 1,enero,5,CT0102,PG01550,480 €,Domiciliación
0,Pagado,2023,Qtr 1,enero,5,CT0108,PG01624,1420 €,Efectivo
0,Pagado,2023,Qtr 1,enero,5,CT0114,PG01726,1090 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0120,PG01790,670 €,Domiciliación
0,Pagado,2023,Qtr 1,enero,5,CT0125,PG01831,1750 €,Bizum
0,Pagado,2023,Qtr 1,enero,5,CT0126,PG01864,1400 €,Efectivo
0,Pagado,2023,Qtr 1,enero,5,CT0127,PG01874,1610 €,Transferencia
0,Pagado,2023,Qtr 1,enero,5,CT0131,PG01980,470 €,Efectivo
0,Pagado,2023,Qtr 1,enero,5,CT0138,PG02085,3020 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,ct0009,PG00161,580 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0015,PG00262,910 €,Efectivo
0,Pagado,2023,Qtr 1,febrero,5,CT0017,PG00284,1200 €,Transferencia
0,Pagado,2023,Qtr 1,febrero,5,CT0025,PG00391,1860 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0034,PG00538,1260 €,Recibo
0,Pagado,2023,Qtr 1,febrero,5,CT0048,PG00721,1590 €,Recibo
0,Pagado,2023,Qtr 1,febrero,5,CT0053,PG00832,960 €,Transferencia
0,Pagado,2023,Qtr 1,febrero,5,CT0054,PG00857,2200 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0060,PG00927,1060 €,Transferencia
0,Pagado,2023,Qtr 1,febrero,5,CT0063,PG00971,720 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0070,PG01077,650 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0076,PG01150,1030 €,Transferencia
0,Pagado,2023,Qtr 1,febrero,5,CT0084,PG01260,1950 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0086,PG01284,490 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0087,PG01315,2640 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0088,PG01321,940 €,Domiciliación
0,Pagado,2023,Qtr 1,febrero,5,CT0095,PG01446,2070 €,Domiciliación
0,Pagado,2023,Qtr 1,febrero,5,CT0098,PG01490,2370 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0102,PG01551,480 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0105,PG01574,890 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0108,PG01625,1420 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0114,PG01727,1090 €,Efectivo
0,Pagado,2023,Qtr 1,febrero,5,CT0115,PG01734,1500 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0120,PG01791,670 €,Domiciliación
0,Pagado,2023,Qtr 1,febrero,5,CT0125,PG01832,1750 €,Efectivo
0,Pagado,2023,Qtr 1,febrero,5,CT0127,PG01875,1610 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0131,PG01981,470 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0136,PG02060,1540 €,Bizum
0,Pagado,2023,Qtr 1,febrero,5,CT0138,PG02086,3020 €,Transferencia
0,Pagado,2023,Qtr 1,febrero,5,CT0148,PG02205,2360 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,0086,PG01285,490 €,Domiciliación
0,Pagado,2023,Qtr 1,marzo,5,CT 0060,PG00928,1060 €,Transferencia
0,Pagado,2023,Qtr 1,marzo,5,CT0002,PG00021,620 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,ct0009,PG00162,580 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,CT0015,PG00263,910 €,Domiciliación
0,Pagado,2023,Qtr 1,marzo,5,CT0017,PG00285,1200 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0025,PG00392,1860 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,CT0026,PG00412,1070 €,Domiciliación
0,Pagado,2023,Qtr 1,marzo,5,CT0028,PG00436,910 €,Transferencia
0,Pagado,2023,Qtr 1,marzo,5,CT0048,PG00722,1590 €,Domiciliación
0,Pagado,2023,Qtr 1,marzo,5,CT0049,PG00743,2090 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0052,PG00812,2170 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,ct-0053,PG00833,960 €,Transferencia
0,Pagado,2023,Qtr 1,marzo,5,CT0054,PG00858,2200 €,Domiciliación
0,Pagado,2023,Qtr 1,marzo,5,CT0063,PG00972,720 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,ct-0070,PG01078,650 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,CT0076,PG01151,1030 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0084,PG01261,1950 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0087,PG01316,2640 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0088,PG01322,940 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,CT0095,PG01447,2070 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0096,PG01459,2000 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,CT0098,PG01491,2370 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0105,PG01575,890 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,CT0108,PG01626,1420 €,Domiciliación
0,Pagado,2023,Qtr 1,marzo,5,CT0114,PG01728,1090 €,Transferencia
0,Pagado,2023,Qtr 1,marzo,5,CT0115,PG01735,1500 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0120,PG01792,670 €,Transferencia
0,Pagado,2023,Qtr 1,marzo,5,CT0125,PG01833,1750 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0127,PG01876,1610 €,Efectivo
0,Pagado,2023,Qtr 1,marzo,5,CT0131,PG01982,470 €,Transferencia
0,Pagado,2023,Qtr 1,marzo,5,CT0135,PG02048,760 €,Bizum
0,Pagado,2023,Qtr 1,marzo,5,CT0136,PG02061,1540 €,Transferencia
0,Pagado,2023,Qtr 1,marzo,5,CT0138,PG02087,3020 €,Domiciliación
0,Pagado,2023,Qtr 1,marzo,5,CT0148,PG02206,2360 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,0086,PG01286,490 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,ct-0002,PG00022,620 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,ct0009,PG00163,580 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0015,PG00264,910 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0017,PG00286,1200 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0025,PG00393,1860 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0026,PG00413,1070 €,Bizum
0,Pagado,2023,Qtr 2,abril,5,CT0028,PG00437,910 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0053,PG00834,960 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0054,PG00859,2200 €,Efectivo
0,Pagado,2023,Qtr 2,abril,5,CT0061,PG00929,1440 €,Recibo
0,Pagado,2023,Qtr 2,abril,5,CT0063,PG00973,720 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0070,PG01079,650 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0076,PG01152,1030 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0084,PG01262,1950 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0087,PG01317,2640 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0088,PG01323,940 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0095,PG01448,2070 €,Bizum
0,Pagado,2023,Qtr 2,abril,5,CT0096,PG01460,2000 €,Bizum
0,Pagado,2023,Qtr 2,abril,5,CT0101,PG01532,4010 €,Bizum
0,Pagado,2023,Qtr 2,abril,5,CT0105,PG01576,890 €,Efectivo
0,Pagado,2023,Qtr 2,abril,5,CT0108,PG01627,1420 €,Efectivo
0,Pagado,2023,Qtr 2,abril,5,CT0110,PG01663,2220 €,Efectivo
0,Pagado,2023,Qtr 2,abril,5,CT0114,PG01729,1090 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0120,PG01793,670 €,Bizum
0,Pagado,2023,Qtr 2,abril,5,CT0125,PG01834,1750 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0127,PG01877,1610 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0128,PG01913,1470 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0130,PG01946,730 €,Efectivo
0,Pagado,2023,Qtr 2,abril,5,CT0131,PG01983,470 €,Domiciliación
0,Pagado,2023,Qtr 2,abril,5,CT0135,PG02049,760 €,Efectivo
0,Pagado,2023,Qtr 2,abril,5,CT0136,PG02062,1540 €,Transferencia
0,Pagado,2023,Qtr 2,abril,5,CT0138,PG02088,3020 €,Efectivo
0,Pagado,2023,Qtr 2,abril,5,CT0144,PG02167,1060 €,Efectivo
0,Pagado,2023,Qtr 2,abril,5,CT0148,PG02207,2360 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,ct0009,PG00164,580 €,Efectivo
