codigo,magnitud,tipoMagnitud,lugar,profundidadKm,tsunami,red,alerta,sentidos,estado,fechaHora,fuentes,estaciones,ubicacion
ak600000151,5.1,mww,"Aleutian Islands, Alaska",82.6,True,hv,,4580,reviewed,2026-08-19T00:46:00Z,"[""hv"", ""nc""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 59, ""magnitudLocal"": 4.8}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 138, ""magnitudLocal"": 5.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 294, ""magnitudLocal"": 5.0}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 208, ""magnitudLocal"": 5.4}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 287, ""magnitudLocal"": 5.4}]","{""type"": ""Point"", ""coordinates"": [-56.03173, 36.989029]}"
ak600000152,6.4,mwr,"Granada, Spain",598.5,False,uu,,1435,reviewed,2026-11-22T04:48:00Z,"[""ak"", ""us""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 56, ""magnitudLocal"": 6.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 178, ""magnitudLocal"": 6.7}, {""codigo"": ""II.PFO"", ""distanciaKm"": 87, ""magnitudLocal"": 6.3}, {""codigo"": ""II.PFO"", ""distanciaKm"": 51, ""magnitudLocal"": 6.7}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 227, ""magnitudLocal"": 6.0}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 118, ""magnitudLocal"": 6.3}, {""codigo"": ""II.PFO"", ""distanciaKm"": 201, ""magnitudLocal"": 6.8}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 271, ""magnitudLocal"": 6.2}]","{""type"": ""Point"", ""coordinates"": [126.204349, 77.536524]}"
ak600000153,4.6,mw,"Athens, Greece",136.4,False,uu,,2265,automatic,2026-06-18T16:44:00Z,"[""us"", ""ci"", ""pr""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 23, ""magnitudLocal"": 4.5}, {""codigo"": ""II.PFO"", ""distanciaKm"": 85, ""magnitudLocal"": 4.2}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 209, ""magnitudLocal"": 4.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 212, ""magnitudLocal"": 4.7}, {""codigo"": ""II.PFO"", ""distanciaKm"": 40, ""magnitudLocal"": 5.0}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 291, ""magnitudLocal"": 5.0}]","{""type"": ""Point"", ""coordinates"": [26.96642, -43.000649]}"
ak600000154,3.8,ml,"Jakarta, Indonesia",74.6,False,us,,2353,automatic,2026-03-27T04:52:00Z,"[""pr"", ""uu""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 280, ""magnitudLocal"": 4.1}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 231, ""magnitudLocal"": 4.3}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 129, ""magnitudLocal"": 4.1}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 240, ""magnitudLocal"": 4.2}, {""codigo"": ""II.PFO"", ""distanciaKm"": 251, ""magnitudLocal"": 3.4}, {""codigo"": ""II.KIV"", ""distanciaKm"": 200, ""magnitudLocal"": 3.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 122, ""magnitudLocal"": 4.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 185, ""magnitudLocal"": 3.8}]","{""type"": ""Point"", ""coordinates"": [115.586888, -76.314812]}"
ak600000155,8.0,mb,"Athens, Greece",333.6,False,us,green,873,automatic,2026-07-15T22:26:00Z,"[""pr""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 260, ""magnitudLocal"": 8.2}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 128, ""magnitudLocal"": 8.4}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 122, ""magnitudLocal"": 7.7}]","{""type"": ""Point"", ""coordinates"": [164.080686, -1.320325]}"
ak600000156,0.6,mb,"Wellington, New Zealand",600.0,False,ak,green,4245,reviewed,2026-09-28T07:07:00Z,"[""pr"", ""ak""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 257, ""magnitudLocal"": 1.0}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 256, ""magnitudLocal"": 0.3}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 208, ""magnitudLocal"": 0.3}, {""codigo"": ""GE.STU"", ""distanciaKm"": 32, ""magnitudLocal"": 0.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 249, ""magnitudLocal"": 1.0}, {""codigo"": ""II.PFO"", ""distanciaKm"": 262, ""magnitudLocal"": 0.4}]","{""type"": ""Point"", ""coordinates"": [-175.744808, -52.064571]}"
ak600000157,5.1,mw,"Athens, Greece",227.9,False,uu,,3281,reviewed,2026-07-11T09:37:00Z,"[""us"", ""nc""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 246, ""magnitudLocal"": 5.6}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 192, ""magnitudLocal"": 4.8}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 112, ""magnitudLocal"": 5.0}]","{""type"": ""Point"", ""coordinates"": [-132.7899, 13.660691]}"
ak600000158,2.3,mw,"Athens, Greece",70.0,False,hv,,4590,reviewed,2026-11-11T17:34:00Z,"[""ak"", ""ci""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 105, ""magnitudLocal"": 1.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 247, ""magnitudLocal"": 2.6}, {""codigo"": ""GE.STU"", ""distanciaKm"": 220, ""magnitudLocal"": 2.3}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 254, ""magnitudLocal"": 2.1}, {""codigo"": ""II.PFO"", ""distanciaKm"": 208, ""magnitudLocal"": 1.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 35, ""magnitudLocal"": 2.0}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 248, ""magnitudLocal"": 2.6}, {""codigo"": ""II.KIV"", ""distanciaKm"": 235, ""magnitudLocal"": 2.5}]","{""type"": ""Point"", ""coordinates"": [-136.354504, 66.126345]}"
ak600000159,8.2,mww,"Jakarta, Indonesia",139.4,False,ci,,2975,reviewed,2026-05-08T02:17:00Z,"[""us"", ""uu""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 186, ""magnitudLocal"": 8.0}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 233, ""magnitudLocal"": 8.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 151, ""magnitudLocal"": 8.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 90, ""magnitudLocal"": 8.3}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 220, ""magnitudLocal"": 8.3}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 41, ""magnitudLocal"": 7.8}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 121, ""magnitudLocal"": 8.0}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 141, ""magnitudLocal"": 8.3}]","{""type"": ""Point"", ""coordinates"": [127.516264, -67.492816]}"
ak600000160,2.4,ml,"Tokyo, Japan",176.2,False,hv,,1272,automatic,2026-06-03T08:00:00Z,"[""ci"", ""hv"", ""us""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 57, ""magnitudLocal"": 2.0}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 285, ""magnitudLocal"": 2.0}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 273, ""magnitudLocal"": 2.7}]","{""type"": ""Point"", ""coordinates"": [-90.937253, -38.84845]}"
ak600000161,5.5,mb,"Athens, Greece",92.0,False,hv,,3843,automatic,2026-09-17T20:15:00Z,"[""ci"", ""uu"", ""hv""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 248, ""magnitudLocal"": 5.5}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 285, ""magnitudLocal"": 5.4}, {""codigo"": ""GE.STU"", ""distanciaKm"": 238, ""magnitudLocal"": 5.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 273, ""magnitudLocal"": 5.6}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 182, ""magnitudLocal"": 5.5}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 50, ""magnitudLocal"": 5.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 216, ""magnitudLocal"": 5.3}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 10, ""magnitudLocal"": 5.0}]","{""type"": ""Point"", ""coordinates"": [-176.712264, -12.521644]}"
ak600000162,2.8,ml,"Wellington, New Zealand",161.9,True,nc,,3709,reviewed,2026-10-27T19:36:00Z,"[""nc"", ""ci"", ""us""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 207, ""magnitudLocal"": 2.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 198, ""magnitudLocal"": 2.5}, {""codigo"": ""II.KIV"", ""distanciaKm"": 221, ""magnitudLocal"": 2.9}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 150, ""magnitudLocal"": 2.9}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 216, ""magnitudLocal"": 2.5}, {""codigo"": ""II.KIV"", ""distanciaKm"": 98, ""magnitudLocal"": 2.4}]","{""type"": ""Point"", ""coordinates"": [-64.56826, -62.613125]}"
ak600000163,8.3,mb,"Santiago, Chile",15.6,False,uu,,2048,reviewed,2026-04-02T01:13:00Z,"[""ak""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 9, ""magnitudLocal"": 8.0}, {""codigo"": ""GE.STU"", ""distanciaKm"": 12, ""magnitudLocal"": 8.3}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 220, ""magnitudLocal"": 8.1}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 195, ""magnitudLocal"": 8.3}, {""codigo"": ""II.PFO"", ""distanciaKm"": 174, ""magnitudLocal"": 7.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 33, ""magnitudLocal"": 8.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 41, ""magnitudLocal"": 8.3}]","{""type"": ""Point"", ""coordinates"": [170.855461, 38.642854]}"
ak600000164,3.6,mb,"Athens, Greece",682.5,False,ak,red,1784,automatic,2026-05-26T00:55:00Z,"[""pr""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 271, ""magnitudLocal"": 3.8}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 247, ""magnitudLocal"": 3.5}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 170, ""magnitudLocal"": 3.3}, {""codigo"": ""II.PFO"", ""distanciaKm"": 286, ""magnitudLocal"": 3.6}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 251, ""magnitudLocal"": 3.7}]","{""type"": ""Point"", ""coordinates"": [-23.701806, -87.287813]}"
ak600000165,6.9,mwr,"Athens, Greece",409.3,False,uu,,3593,automatic,2026-01-31T13:53:00Z,"[""pr""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 84, ""magnitudLocal"": 6.8}, {""codigo"": ""II.KIV"", ""distanciaKm"": 132, ""magnitudLocal"": 6.6}, {""codigo"": ""II.KIV"", ""distanciaKm"": 178, ""magnitudLocal"": 7.3}, {""codigo"": ""II.PFO"", ""distanciaKm"": 35, ""magnitudLocal"": 6.8}, {""codigo"": ""GE.STU"", ""distanciaKm"": 279, ""magnitudLocal"": 7.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 254, ""magnitudLocal"": 6.6}]","{""type"": ""Point"", ""coordinates"": [-44.003183, 40.391848]}"
ak600000166,2.5,mww,"Jakarta, Indonesia",27.7,False,uu,,2157,reviewed,2026-12-23T20:58:00Z,"[""ak"", ""pr""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 283, ""magnitudLocal"": 2.3}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 145, ""magnitudLocal"": 2.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 40, ""magnitudLocal"": 2.5}]","{""type"": ""Point"", ""coordinates"": [2.144784, 42.058393]}"
ak600000167,7.6,ml,"Granada, Spain",433.9,False,nc,,3183,reviewed,2026-08-22T12:32:00Z,"[""nc"", ""pr"", ""uu""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 280, ""magnitudLocal"": 7.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 273, ""magnitudLocal"": 7.8}, {""codigo"": ""GE.STU"", ""distanciaKm"": 149, ""magnitudLocal"": 7.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 61, ""magnitudLocal"": 7.2}, {""codigo"": ""II.KIV"", ""distanciaKm"": 27, ""magnitudLocal"": 7.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 96, ""magnitudLocal"": 8.0}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 59, ""magnitudLocal"": 7.6}]","{""type"": ""Point"", ""coordinates"": [-87.862129, -24.056276]}"
ak600000168,5.3,mwr,"Aleutian Islands, Alaska",49.7,False,nc,,4572,reviewed,2026-12-24T19:56:00Z,"[""ak"", ""pr"", ""nc""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 244, ""magnitudLocal"": 5.6}, {""codigo"": ""II.PFO"", ""distanciaKm"": 189, ""magnitudLocal"": 5.4}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 193, ""magnitudLocal"": 5.6}, {""codigo"": ""II.PFO"", ""distanciaKm"": 141, ""magnitudLocal"": 5.3}, {""codigo"": ""II.KIV"", ""distanciaKm"": 160, ""magnitudLocal"": 4.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 270, ""magnitudLocal"": 4.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 277, ""magnitudLocal"": 5.2}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 274, ""magnitudLocal"": 5.5}]","{""type"": ""Point"", ""coordinates"": [-51.133188, -7.430293]}"
ak600000169,5.8,mww,"Mexico City, Mexico",618.0,False,ak,,283,reviewed,2026-10-20T09:43:00Z,"[""ak"", ""nc"", ""us""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 85, ""magnitudLocal"": 5.8}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 185, ""magnitudLocal"": 6.2}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 195, ""magnitudLocal"": 5.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 170, ""magnitudLocal"": 5.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 197, ""magnitudLocal"": 6.1}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 189, ""magnitudLocal"": 6.3}]","{""type"": ""Point"", ""coordinates"": [177.628323, -35.668502]}"
ak600000170,2.9,mwr,"Tokyo, Japan",155.4,False,nc,,2460,automatic,2026-07-20T22:42:00Z,"[""uu"", ""nc"", ""ci""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 53, ""magnitudLocal"": 2.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 84, ""magnitudLocal"": 2.5}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 132, ""magnitudLocal"": 2.6}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 52, ""magnitudLocal"": 3.0}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 44, ""magnitudLocal"": 3.1}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 93, ""magnitudLocal"": 2.9}]","{""type"": ""Point"", ""coordinates"": [-151.748137, -79.933912]}"
ak600000171,6.7,ml,"Wellington, New Zealand",243.6,False,nc,,403,reviewed,2026-03-29T18:35:00Z,"[""ak"", ""ci""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 10, ""magnitudLocal"": 6.8}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 32, ""magnitudLocal"": 6.5}, {""codigo"": ""II.PFO"", ""distanciaKm"": 168, ""magnitudLocal"": 6.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 172, ""magnitudLocal"": 6.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 83, ""magnitudLocal"": 6.3}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 233, ""magnitudLocal"": 7.0}, {""codigo"": ""II.KIV"", ""distanciaKm"": 118, ""magnitudLocal"": 6.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 80, ""magnitudLocal"": 6.3}]","{""type"": ""Point"", ""coordinates"": [0.656322, 49.288525]}"
ak600000172,1.5,mw,"Wellington, New Zealand",94.5,False,nc,,1194,reviewed,2026-05-23T19:05:00Z,"[""uu""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 129, ""magnitudLocal"": 1.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 170, ""magnitudLocal"": 1.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 62, ""magnitudLocal"": 1.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 192, ""magnitudLocal"": 1.3}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 181, ""magnitudLocal"": 1.6}, {""codigo"": ""II.PFO"", ""distanciaKm"": 161, ""magnitudLocal"": 1.2}]","{""type"": ""Point"", ""coordinates"": [-95.943745, 33.364661]}"
ak600000173,1.7,mwr,"Granada, Spain",510.0,False,hv,,1395,automatic,2026-06-26T23:34:00Z,"[""us"", ""pr""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 152, ""magnitudLocal"": 1.2}, {""codigo"": ""II.KIV"", ""distanciaKm"": 161, ""magnitudLocal"": 1.7}, {""codigo"": ""II.PFO"", ""distanciaKm"": 174, ""magnitudLocal"": 1.4}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 109, ""magnitudLocal"": 1.7}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 285, ""magnitudLocal"": 1.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 14, ""magnitudLocal"": 1.6}]","{""type"": ""Point"", ""coordinates"": [42.46732, -80.444655]}"
ak600000174,5.7,mw,"Athens, Greece",5.9,False,pr,,2476,automatic,2026-09-20T07:17:00Z,"[""hv"", ""ak"", ""uu""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 14, ""magnitudLocal"": 5.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 123, ""magnitudLocal"": 6.2}, {""codigo"": ""II.KIV"", ""distanciaKm"": 166, ""magnitudLocal"": 5.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 100, ""magnitudLocal"": 5.4}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 292, ""magnitudLocal"": 6.1}, {""codigo"": ""II.PFO"", ""distanciaKm"": 25, ""magnitudLocal"": 5.4}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 175, ""magnitudLocal"": 5.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 14, ""magnitudLocal"": 5.5}]","{""type"": ""Point"", ""coordinates"": [136.323819, 70.272375]}"
ak600000175,7.0,mwr,"Athens, Greece",20.7,False,ci,,4441,automatic,2026-04-21T11:17:00Z,"[""pr""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 75, ""magnitudLocal"": 6.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 271, ""magnitudLocal"": 7.5}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 218, ""magnitudLocal"": 6.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 223, ""magnitudLocal"": 7.5}]","{""type"": ""Point"", ""coordinates"": [-130.11245, 7.443689]}"
ak600000176,6.9,mw,"Aleutian Islands, Alaska",603.8,False,uu,,1539,automatic,2026-04-09T11:42:00Z,"[""us""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 294, ""magnitudLocal"": 7.3}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 39, ""magnitudLocal"": 7.0}, {""codigo"": ""II.KIV"", ""distanciaKm"": 99, ""magnitudLocal"": 6.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 20, ""magnitudLocal"": 7.2}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 215, ""magnitudLocal"": 6.7}]","{""type"": ""Point"", ""coordinates"": [-170.56864, 87.472007]}"
ak600000177,5.4,mb,"Santiago, Chile",424.0,False,ak,,1450,reviewed,2026-06-18T03:29:00Z,"[""ci"", ""pr"", ""hv""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 188, ""magnitudLocal"": 5.0}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 73, ""magnitudLocal"": 5.4}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 196, ""magnitudLocal"": 5.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 256, ""magnitudLocal"": 5.4}, {""codigo"": ""GE.STU"", ""distanciaKm"": 103, ""magnitudLocal"": 5.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 12, ""magnitudLocal"": 5.8}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 118, ""magnitudLocal"": 5.6}]","{""type"": ""Point"", ""coordinates"": [132.038966, 69.765645]}"
ak600000178,3.9,mww,"Jakarta, Indonesia",543.4,False,uu,green,2342,reviewed,2026-08-16T20:16:00Z,"[""ci""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 271, ""magnitudLocal"": 3.5}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 26, ""magnitudLocal"": 4.3}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 270, ""magnitudLocal"": 3.9}, {""codigo"": ""II.PFO"", ""distanciaKm"": 290, ""magnitudLocal"": 3.8}, {""codigo"": ""II.PFO"", ""distanciaKm"": 102, ""magnitudLocal"": 3.7}]","{""type"": ""Point"", ""coordinates"": [-74.008899, 75.425908]}"
ak600000179,6.0,mww,"Aleutian Islands, Alaska",632.6,False,ci,,4508,reviewed,2026-03-07T20:34:00Z,"[""uu""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 97, ""magnitudLocal"": 6.3}, {""codigo"": ""GE.STU"", ""distanciaKm"": 206, ""magnitudLocal"": 5.9}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 17, ""magnitudLocal"": 5.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 237, ""magnitudLocal"": 5.6}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 88, ""magnitudLocal"": 6.2}, {""codigo"": ""II.KIV"", ""distanciaKm"": 51, ""magnitudLocal"": 5.6}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 190, ""magnitudLocal"": 5.6}]","{""type"": ""Point"", ""coordinates"": [-118.481407, -29.665235]}"
ak600000180,7.5,ml,"Wellington, New Zealand",603.9,False,us,,1776,reviewed,2026-02-07T08:42:00Z,"[""ci"", ""uu""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 163, ""magnitudLocal"": 7.7}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 152, ""magnitudLocal"": 7.6}, {""codigo"": ""II.KIV"", ""distanciaKm"": 72, ""magnitudLocal"": 8.0}, {""codigo"": ""II.PFO"", ""distanciaKm"": 134, ""magnitudLocal"": 7.0}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 260, ""magnitudLocal"": 7.5}]","{""type"": ""Point"", ""coordinates"": [-151.41423, 18.018379]}"
ak600000181,2.5,ml,"Jakarta, Indonesia",383.2,False,hv,,718,automatic,2026-06-01T04:43:00Z,"[""ci""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 80, ""magnitudLocal"": 2.1}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 23, ""magnitudLocal"": 2.1}]","{""type"": ""Point"", ""coordinates"": [177.744665, -60.959659]}"
ak600000182,2.8,mww,"Santiago, Chile",462.7,False,pr,,1712,automatic,2026-05-10T04:37:00Z,"[""nc""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 23, ""magnitudLocal"": 2.4}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 170, ""magnitudLocal"": 2.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 39, ""magnitudLocal"": 3.1}, {""codigo"": ""II.KIV"", ""distanciaKm"": 154, ""magnitudLocal"": 2.8}, {""codigo"": ""II.KIV"", ""distanciaKm"": 145, ""magnitudLocal"": 2.6}]","{""type"": ""Point"", ""coordinates"": [82.702267, 23.216148]}"
ak600000183,8.4,ml,"Tokyo, Japan",338.6,False,ak,yellow,3808,automatic,2026-07-29T02:57:00Z,"[""uu"", ""us"", ""nc""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 137, ""magnitudLocal"": 8.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 71, ""magnitudLocal"": 8.5}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 271, ""magnitudLocal"": 8.6}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 257, ""magnitudLocal"": 8.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 153, ""magnitudLocal"": 8.9}]","{""type"": ""Point"", ""coordinates"": [179.635323, -15.472595]}"
ak600000184,3.2,mww,"Athens, Greece",392.3,False,ci,,3391,automatic,2026-05-27T12:00:00Z,"[""hv"", ""nc"", ""uu""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 135, ""magnitudLocal"": 3.5}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 158, ""magnitudLocal"": 3.2}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 8, ""magnitudLocal"": 2.8}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 179, ""magnitudLocal"": 3.1}, {""codigo"": ""II.PFO"", ""distanciaKm"": 94, ""magnitudLocal"": 2.9}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 250, ""magnitudLocal"": 3.6}, {""codigo"": ""II.PFO"", ""distanciaKm"": 74, ""magnitudLocal"": 3.2}]","{""type"": ""Point"", ""coordinates"": [19.863795, -86.630683]}"
ak600000185,5.1,mw,"Athens, Greece",232.3,False,pr,,259,reviewed,2026-02-18T05:09:00Z,"[""ak"", ""ci""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 20, ""magnitudLocal"": 4.9}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 278, ""magnitudLocal"": 5.4}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 100, ""magnitudLocal"": 5.2}]","{""type"": ""Point"", ""coordinates"": [135.737544, -23.114956]}"
ak600000186,7.1,mwr,"Tokyo, Japan",211.9,False,ak,,2547,automatic,2026-09-30T11:53:00Z,"[""uu"", ""nc"", ""ak""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 108, ""magnitudLocal"": 7.5}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 264, ""magnitudLocal"": 6.6}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 261, ""magnitudLocal"": 6.8}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 252, ""magnitudLocal"": 7.3}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 172, ""magnitudLocal"": 6.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 269, ""magnitudLocal"": 7.3}, {""codigo"": ""GE.STU"", ""distanciaKm"": 110, ""magnitudLocal"": 7.3}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 203, ""magnitudLocal"": 7.3}]","{""type"": ""Point"", ""coordinates"": [-60.015689, 70.053458]}"
